"ISIC","ISIC TITLE","NAICSUS","NAICSUS TITLE","notes"
"7511","General (overall) public service activities","922190","Other Justice, Public Order, and Safety Activities","justice statistics centers"
"7511","General (overall) public service activities","923110","Administration of Education Programs ","education statistics centers"
"7511","General (overall) public service activities","923120","Administration of Public Health Programs","health statistics centers"
"7511","General (overall) public service activities","926110","Administration of General Economic Programs","general government statistics centers"
"7511","General (overall) public service activities","927110","Space Research and Technology","administration of space programs and administration of space program research and development funds"
"7512","Regulation of the activities of agencies that provide health care, education, cultural services and other social services, excluding social security","923110","Administration of Education Programs ","administration of education programs"
"7512","Regulation of the activities of agencies that provide health care, education, cultural services and other social services, excluding social security","923120","Administration of Public Health Programs","administration of public health programs"
"7512","Regulation of the activities of agencies that provide health care, education, cultural services and other social services, excluding social security","923130","Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs) ","administration of human resource programs"
"7512","Regulation of the activities of agencies that provide health care, education, cultural services and other social services, excluding social security","923140","Administration of Veterans' Affairs","administration of veterans' affairs programs, veterans' benefit program administration"
"7512","Regulation of the activities of agencies that provide health care, education, cultural services and other social services, excluding social security","924110","Administration of Air and Water Resource and Solid Waste Management Programs","water and solid waste program administration"
"7512","Regulation of the activities of agencies that provide health care, education, cultural services and other social services, excluding social security","924120","Administration of Conservation Programs","community recreation program administration, fish and game commissions, erosion control programs, etc."
"7512","Regulation of the activities of agencies that provide health care, education, cultural services and other social services, excluding social security","925110","Administration of Housing Programs","administration of housing programs"
"7512","Regulation of the activities of agencies that provide health care, education, cultural services and other social services, excluding social security","926110","Administration of General Economic Programs","administration of art and cultural programs"
